exp_id,exercise,model_type,best_test_loss,best_epoch,created_at,finished_at,epochs,seq_len,batch_size,lr,hidden_dim,latent_dim,num_layers,dropout,early_stop_patience,json_file,output_dir,experiment_id,test_ratio,autoregressive,d_model,nhead,gpu_id
a0adf727,lateral_raise,rae,0.03948493339549536,10,2026-04-22T14:58:22.468202,2026-04-22T15:05:01.518061,50.0,45.0,32.0,0.005,128.0,48.0,3.0,0.1,10.0,,,,,,,,
6a66e6ae,chest_fly_machine,rae,0.04139859627075164,2,2026-04-22T16:04:35.482110,2026-04-22T16:14:38.803102,100.0,35.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
5ab3e0f2,chest_fly_machine,rae,0.04027271340682841,3,2026-04-22T15:05:22.671883,2026-04-22T15:25:45.785959,100.0,30.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
d6a1604d,t_bar_row,rae,0.03715943467148824,1,2026-04-22T16:04:35.453900,2026-04-22T16:10:02.516105,100.0,30.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
9bd536d4,decline_bench_press,rae,0.13562520667091832,5,2026-04-22T14:36:46.609923,2026-04-22T14:39:43.618581,50.0,30.0,,,128.0,64.0,,,,,,,,,,,
9aa0c0a0,plank,rae,0.31363016927596366,5,2026-04-22T14:21:59.557792,2026-04-22T14:27:52.979926,50.0,30.0,,,128.0,64.0,,,,,,,,,,,
fb5b48ab,t_bar_row,rae,0.0555752301368657,1,2026-04-22T15:05:22.669266,2026-04-22T15:14:20.616201,100.0,35.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
9669a06d,romanian_deadlift,rae,0.16731186935007128,9,2026-04-22T16:04:35.480270,2026-04-22T16:16:06.198065,100.0,30.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
f4466b82,lat_pulldown,rae,0.05798914297105463,75,2026-04-22T15:05:22.674378,2026-04-22T15:45:11.812207,100.0,30.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
bff4aece,shoulder_press,rae,0.044987934242241574,9,2026-04-22T16:04:35.489004,2026-04-22T17:02:12.221980,100.0,30.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
d64e0979,hip_thrust,rae,0.07780167706576842,3,2026-04-22T16:04:35.491290,2026-04-22T16:22:25.458209,100.0,25.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
1ece58f5,bench_press,rae,0.1348824710077584,2,2026-04-22T16:04:35.514773,2026-04-22T16:38:47.753837,100.0,30.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
ffaa30d3,deadlift,rae,0.034958535240005,4,2026-04-22T14:31:06.753302,2026-04-22T14:33:07.609971,50.0,15.0,,,128.0,32.0,,,,,,,,,,,
cf0cf356,chest_fly_machine,rae,0.03774031775438378,3,2026-04-22T14:50:22.275360,2026-04-22T14:52:04.618517,50.0,15.0,,,64.0,32.0,,,,,,,,,,,
a1657c8c,lateral_raise,rae,0.004163493399539868,49,2026-04-22T14:46:45.745387,2026-04-22T14:55:14.261665,50.0,30.0,32.0,0.001,64.0,64.0,1.0,0.1,10.0,,,,,,,,
7b5043fc,deadlift,rae,0.059663385308291246,1,2026-04-22T14:28:12.626310,2026-04-22T14:31:06.144703,50.0,30.0,,,64.0,32.0,,,,,,,,,,,
06629309,plank,rae,0.08761018501086669,11,2026-04-22T14:16:51.808774,2026-04-22T14:20:46.107587,50.0,15.0,,,64.0,64.0,,,,,,,,,,,
9ad7dd2c,lateral_raise,rae,0.03901720076673112,4,2026-04-22T14:37:38.497465,2026-04-22T14:41:05.247706,50.0,30.0,32.0,0.005,64.0,32.0,3.0,0.3,10.0,,,,,,,,
886f2cad,plank,rae,0.23224963698858098,8,2026-04-22T16:04:35.450512,2026-04-22T16:12:15.503912,100.0,25.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
792770ee,plank,rae,0.08893058430723828,27,2026-04-22T14:16:21.426056,2026-04-22T14:22:37.931716,50.0,15.0,,,64.0,32.0,,,,,,,,,,,
1a0356a8,hip_thrust,rae,0.07942387415252952,5,2026-04-22T16:04:35.491748,2026-04-22T16:24:37.995207,100.0,30.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
88443abd,t_bar_row,rae,0.04004203448511631,4,2026-04-22T14:27:53.567548,2026-04-22T14:32:13.125424,50.0,30.0,,,128.0,64.0,,,,,,,,,,,
ca3019d7,lateral_raise,rae,0.03769786524889844,2,2026-04-22T15:05:22.614320,2026-04-22T15:09:29.154051,100.0,25.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
97af107b,hammer_curl,rae,0.5356507109174473,2,2026-04-22T16:04:35.511016,2026-04-22T16:31:43.847575,100.0,35.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
dd52cf44,deadlift,rae,0.039450394297049385,2,2026-04-22T16:04:35.457955,2026-04-22T16:09:12.069308,100.0,35.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
ffbd25f4,romanian_deadlift,rae,0.22203169876684523,1,2026-04-22T14:49:35.953363,2026-04-22T14:53:06.542170,50.0,30.0,,,128.0,64.0,,,,,,,,,,,
e4d07d7e,t_bar_row,rae,0.0580036778130087,19,2026-04-22T16:04:35.454893,2026-04-22T16:16:09.300137,100.0,35.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
17643383,lateral_raise,rae,0.03832478062974082,8,2026-04-22T14:14:12.202140,2026-04-22T14:17:28.592254,50.0,15.0,,,128.0,64.0,,,,,,,,,,,
5b3359e5,lateral_raise,rae,0.039127299412228596,4,2026-04-22T14:43:31.861204,2026-04-22T14:46:45.070697,50.0,45.0,32.0,0.01,128.0,64.0,1.0,0.3,10.0,,,,,,,,
14256438,leg_extension,rae,0.07486830546051008,3,2026-04-22T16:04:35.490829,2026-04-22T16:23:19.785158,100.0,35.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
d3dc830d,t_bar_row,rae,0.03421596511040327,2,2026-04-22T16:04:35.453053,2026-04-22T16:09:25.761261,100.0,25.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
fcd233d4,t_bar_row,rae,0.005853228480614665,48,2026-04-22T14:22:38.801883,2026-04-22T14:27:54.193509,50.0,15.0,,,64.0,64.0,,,,,,,,,,,
d6137cf9,pull_Up,rae,0.03516331064503474,17,2026-04-22T16:04:35.483496,2026-04-22T16:22:08.568512,100.0,35.0,32.0,0.005,128.0,64.0,2.0,0.2,20.0,,,,,,,,
